,sample_len,p1,p2,train_loss,train_acc,test_loss,test_acc,epoch,batch_size
161,9,96,96,0.6791619248390198,0.5529999732971191,0.7029781250953674,0.4909999966621399,60,200
162,9,96,192,0.6872737455368042,0.5423333048820496,0.6985443344116211,0.5015000104904175,30,50
163,9,96,192,0.6896967220306397,0.5393333435058594,0.6954810814857483,0.5,30,100
164,9,96,192,0.6885171216328939,0.5416666865348816,0.6976486177444458,0.5059999823570251,30,200
165,9,96,192,0.6665036737124125,0.5663333535194397,0.7097441864013672,0.4950000047683716,60,50
166,9,96,192,0.6626730573972066,0.5663333535194397,0.7205588335990906,0.503000020980835,60,100
167,9,96,192,0.675161601225535,0.5616666674613953,0.7066798257827759,0.4925000071525574,60,200
168,9,192,24,0.687609348932902,0.5423333048820496,0.6962802038192749,0.5024999976158142,30,50
169,9,192,24,0.6883122413953146,0.5446666479110718,0.6959091634750366,0.5040000081062317,30,100
170,9,192,24,0.6904042803446452,0.5333333611488342,0.6952340917587281,0.5034999847412109,30,200
171,9,192,24,0.6487569009462992,0.5883333086967468,0.7072487211227417,0.5049999952316284,60,50
172,9,192,24,0.6759429977734883,0.5646666884422302,0.7008744320869446,0.4964999854564667,60,100
173,9,192,24,0.6900386039415995,0.5396666526794434,0.6948718843460083,0.4984999895095825,60,200
174,9,192,48,0.6871450421015421,0.5429999828338623,0.6971859550476074,0.5015000104904175,30,50
175,9,192,48,0.6879393695195516,0.543666660785675,0.6969823932647705,0.5015000104904175,30,100
176,9,192,48,0.6900504302978515,0.5373333096504211,0.695615309715271,0.5005000233650208,30,200
177,9,192,48,0.6175564931233724,0.6019999980926514,0.733476068019867,0.5049999952316284,60,50
178,9,192,48,0.6683906639417012,0.5686666369438171,0.7001337022781372,0.5080000162124634,60,100
179,9,192,48,0.6822359134356181,0.5476666688919067,0.7021617941856384,0.4975000023841858,60,200
180,9,192,96,0.6866166698137919,0.5410000085830688,0.698846321105957,0.5,30,50
181,9,192,96,0.688710032304128,0.5413333177566528,0.697328694820404,0.5,30,100
182,9,192,96,0.6896393928527832,0.5396666526794434,0.6950276212692261,0.5019999742507935,30,200
183,9,192,96,0.653667548497518,0.581333339214325,0.7126356763839722,0.4964999854564667,60,50
184,9,192,96,0.6713558274904887,0.5646666884422302,0.6982614307403564,0.4934999942779541,60,100
185,9,192,96,0.6765089109738668,0.5550000071525574,0.701241286277771,0.4959999918937683,60,200
186,9,192,192,0.6876623295148214,0.5386666655540466,0.6975874700546265,0.5034999847412109,30,50
187,9,192,192,0.6866735407511393,0.5396666526794434,0.6987981510162353,0.5009999871253967,30,100
188,9,192,192,0.6907172064781189,0.531333327293396,0.694448657989502,0.5070000290870667,30,200
189,9,192,192,0.6449676963488261,0.5866666436195374,0.7311736965179443,0.49399998784065247,60,50
190,9,192,192,0.6565395070711771,0.5666666626930237,0.7100886163711548,0.4964999854564667,60,100
191,9,192,192,0.669781496365865,0.5550000071525574,0.707119351387024,0.5005000233650208,60,200
192,12,24,24,0.6904551533063252,0.5346666574478149,0.6945777440071106,0.5065000057220459,30,50
193,12,24,24,0.6905053745905558,0.5336666703224182,0.6947841534614563,0.5059999823570251,30,100
194,12,24,24,0.6906236495971679,0.5336666703224182,0.6946730575561524,0.5059999823570251,30,200
195,12,24,24,0.690450986067454,0.5323333144187927,0.694817506313324,0.5080000162124634,60,50
196,12,24,24,0.6904368007977804,0.5329999923706055,0.6945882859230041,0.5055000185966492,60,100
197,12,24,24,0.6905655899047851,0.531333327293396,0.6949030318260193,0.5084999799728394,60,200
198,12,24,48,0.6905257167816162,0.5329999923706055,0.6944674811363221,0.5070000290870667,30,50
199,12,24,48,0.6907083339691162,0.5363333225250244,0.694115749835968,0.5065000057220459,30,100
200,12,24,48,0.6907131711641947,0.5346666574478149,0.6961318492889405,0.5080000162124634,30,200
201,12,24,48,0.6861029055913289,0.5400000214576721,0.6943461904525757,0.5084999799728394,60,50
202,12,24,48,0.6903075909614563,0.5316666960716248,0.6954987134933471,0.5070000290870667,60,100
203,12,24,48,0.6905958911577861,0.531000018119812,0.6960427026748657,0.5055000185966492,60,200
204,12,24,96,0.6903410015106202,0.5353333353996277,0.695017216205597,0.5074999928474426,30,50
205,12,24,96,0.6907691760063172,0.5329999923706055,0.6957881078720093,0.5070000290870667,30,100
206,12,24,96,0.6906797242164612,0.5336666703224182,0.6953193531036377,0.5070000290870667,30,200
207,12,24,96,0.6905354479153951,0.5329999923706055,0.6952211689949036,0.5059999823570251,60,50
208,12,24,96,0.6905713270505269,0.531333327293396,0.6944868783950806,0.5070000290870667,60,100
209,12,24,96,0.6905030236244202,0.531333327293396,0.6946413497924805,0.5080000162124634,60,200
210,12,24,192,0.6908543750445048,0.5326666831970215,0.6938481311798096,0.5059999823570251,30,50
211,12,24,192,0.690307674407959,0.5326666831970215,0.695469069480896,0.5059999823570251,30,100
212,12,24,192,0.6905736743609111,0.5320000052452087,0.6944696784019471,0.5059999823570251,30,200
213,12,24,192,0.6904803689320882,0.5333333611488342,0.6946308016777039,0.5055000185966492,60,50
214,12,24,192,0.6906109229723613,0.5346666574478149,0.6949732360839844,0.5070000290870667,60,100
215,12,24,192,0.6906009190877279,0.5320000052452087,0.6942532176971435,0.5070000290870667,60,200
216,12,48,24,0.6904159229596456,0.5353333353996277,0.6952878127098083,0.5065000057220459,30,50
217,12,48,24,0.6906021987597147,0.5346666574478149,0.6946479134559631,0.5049999952316284,30,100
218,12,48,24,0.6905006054242452,0.5350000262260437,0.6955813498497009,0.5055000185966492,30,200
219,12,48,24,0.6905899081230163,0.5326666831970215,0.6943084893226623,0.5070000290870667,60,50
220,12,48,24,0.6905396777788798,0.531333327293396,0.6948690500259399,0.5065000057220459,60,100
221,12,48,24,0.6905871329307556,0.5350000262260437,0.6942712459564209,0.5070000290870667,60,200
222,12,48,48,0.690735962231954,0.5339999794960022,0.6956035780906678,0.5080000162124634,30,50
223,12,48,48,0.6903789448738098,0.5323333144187927,0.6953028569221497,0.5055000185966492,30,100
224,12,48,48,0.6905198747316996,0.5356666445732117,0.6945853948593139,0.5059999823570251,30,200
225,12,48,48,0.6776094964345296,0.5543333292007446,0.698306028842926,0.5074999928474426,60,50
226,12,48,48,0.6904243547121683,0.5336666703224182,0.6945985569953919,0.5059999823570251,60,100
227,12,48,48,0.6905106434822083,0.5316666960716248,0.6944663076400757,0.5090000033378601,60,200
228,12,48,96,0.6909444348017375,0.5320000052452087,0.6958162145614624,0.5074999928474426,30,50
229,12,48,96,0.6907181951204936,0.5346666574478149,0.6961513357162475,0.5080000162124634,30,100
230,12,48,96,0.690387490272522,0.5360000133514404,0.6946628713607788,0.5049999952316284,30,200
231,12,48,96,0.6905832775433858,0.5339999794960022,0.6942101030349731,0.5049999952316284,60,50
232,12,48,96,0.6854608357747396,0.5393333435058594,0.6950197801589966,0.5099999904632568,60,100
233,12,48,96,0.6904523355166118,0.5346666574478149,0.6944461603164673,0.5049999952316284,60,200
234,12,48,192,0.6903277990023295,0.5350000262260437,0.694607650756836,0.5074999928474426,30,50
235,12,48,192,0.6907540521621705,0.5329999923706055,0.6951863384246826,0.5080000162124634,30,100
236,12,48,192,0.69043377049764,0.531333327293396,0.6950229744911194,0.5074999928474426,30,200
237,12,48,192,0.6696957581837972,0.5680000185966492,0.7032611804008484,0.5040000081062317,60,50
238,12,48,192,0.685209405263265,0.5416666865348816,0.6964894275665283,0.5040000081062317,60,100
239,12,48,192,0.6893946291605632,0.5370000004768372,0.6959203524589539,0.503000020980835,60,200
240,12,96,24,0.6906246298154195,0.5346666574478149,0.6954870853424072,0.5070000290870667,30,50
241,12,96,24,0.690506964524587,0.534333348274231,0.6956432337760925,0.5059999823570251,30,100
242,12,96,24,0.6905522185961406,0.5316666960716248,0.6946238498687745,0.5055000185966492,30,200
243,12,96,24,0.6904350428581237,0.5339999794960022,0.6954701490402222,0.5055000185966492,60,50
244,12,96,24,0.6904466789563497,0.5346666574478149,0.6949049444198608,0.5059999823570251,60,100
245,12,96,24,0.6904279413223267,0.5346666574478149,0.6948659009933472,0.5059999823570251,60,200
246,12,96,48,0.6903323186238607,0.5366666913032532,0.694412748336792,0.5055000185966492,30,50
247,12,96,48,0.6903589504559835,0.5350000262260437,0.6956168966293335,0.5055000185966492,30,100
248,12,96,48,0.6903920489947001,0.5333333611488342,0.6953629560470581,0.5065000057220459,30,200
249,12,96,48,0.6906961911519368,0.5336666703224182,0.6954472842216491,0.5074999928474426,60,50
250,12,96,48,0.6904199515978495,0.5350000262260437,0.69498064661026,0.5065000057220459,60,100
251,12,96,48,0.6904044992129008,0.531000018119812,0.6947841935157776,0.5080000162124634,60,200
252,12,96,96,0.6908114202817282,0.5333333611488342,0.693953993320465,0.5090000033378601,30,50
253,12,96,96,0.6905760661760966,0.5353333353996277,0.6960359849929809,0.5070000290870667,30,100
254,12,96,96,0.6907034244537353,0.5333333611488342,0.6952533702850342,0.5080000162124634,30,200
255,12,96,96,0.6908046243985494,0.5320000052452087,0.6950297603607177,0.5080000162124634,60,50
256,12,96,96,0.682896568775177,0.5460000038146973,0.6963111743927002,0.5074999928474426,60,100
257,12,96,96,0.6906356606483459,0.534333348274231,0.6957864437103272,0.5074999928474426,60,200
258,12,96,192,0.690797368367513,0.5360000133514404,0.6966663599014282,0.5074999928474426,30,50
259,12,96,192,0.6908655975659689,0.5323333144187927,0.695489709854126,0.5074999928474426,30,100
260,12,96,192,0.6906682202021281,0.5339999794960022,0.6949386038780212,0.5080000162124634,30,200
261,12,96,192,0.6707585364977519,0.5653333067893982,0.7013444085121154,0.5084999799728394,60,50
262,12,96,192,0.6626758610407512,0.5713333487510681,0.7037112803459168,0.5109999775886536,60,100
263,12,96,192,0.6905533129374186,0.5336666703224182,0.6941378707885743,0.5065000057220459,60,200
264,12,192,24,0.6904854969978332,0.5316666960716248,0.6945858979225159,0.5065000057220459,30,50
265,12,192,24,0.6905307300885518,0.5346666574478149,0.6948202362060547,0.5059999823570251,30,100
266,12,192,24,0.6904262676239014,0.5339999794960022,0.695515570640564,0.5055000185966492,30,200
267,12,192,24,0.6367022439638773,0.6083333492279053,0.7123550019264221,0.4950000047683716,60,50
268,12,192,24,0.6903157248497009,0.5329999923706055,0.6955601253509521,0.5065000057220459,60,100
269,12,192,24,0.690516054948171,0.5326666831970215,0.6954138598442078,0.5074999928474426,60,200
270,12,192,48,0.6906061903635661,0.5386666655540466,0.6938072547912598,0.5065000057220459,30,50
271,12,192,48,0.6904710494677225,0.5353333353996277,0.69460875415802,0.5059999823570251,30,100
272,12,192,48,0.6904904874165853,0.531333327293396,0.69477486038208,0.5095000267028809,30,200
273,12,192,48,0.6904979923566182,0.5360000133514404,0.6946748676300049,0.5059999823570251,60,50
274,12,192,48,0.6661012822786967,0.5649999976158142,0.6993847827911377,0.49950000643730164,60,100
275,12,192,48,0.6907477485338847,0.534333348274231,0.695517050743103,0.5084999799728394,60,200
276,12,192,96,0.6901052600542704,0.5383333563804626,0.6941139001846314,0.5095000267028809,30,50
277,12,192,96,0.6907295447985331,0.5333333611488342,0.6939948320388794,0.5090000033378601,30,100
278,12,192,96,0.690514621257782,0.5316666960716248,0.6943351702690125,0.5080000162124634,30,200
279,12,192,96,0.6284082956314087,0.6053333282470703,0.7232101435661316,0.4945000112056732,60,50
280,12,192,96,0.690637449423472,0.5339999794960022,0.6948403196334839,0.5090000033378601,60,100
281,12,192,96,0.6904200789133708,0.5346666574478149,0.6948401222229004,0.5080000162124634,60,200
282,12,192,192,0.6892896920839946,0.5403333306312561,0.6964196987152099,0.5065000057220459,30,50
283,12,192,192,0.6908893917401632,0.5336666703224182,0.6938757243156433,0.5065000057220459,30,100
284,12,192,192,0.6904867831865946,0.534333348274231,0.6957754788398742,0.5059999823570251,30,200
285,12,192,192,0.6439853208859762,0.5886666774749756,0.7194242820739746,0.5049999952316284,60,50
286,12,192,192,0.6909434037208557,0.5323333144187927,0.6938933038711548,0.5074999928474426,60,100
287,12,192,192,0.6904279454549154,0.5323333144187927,0.6949129915237426,0.5074999928474426,60,200
288,15,24,24,0.6904300697644552,0.5326666831970215,0.6950576391220092,0.5055000185966492,30,50
289,15,24,24,0.6905599816640218,0.5333333611488342,0.6946363320350647,0.5055000185966492,30,100
290,15,24,24,0.6905973230997722,0.5333333611488342,0.6947563180923462,0.5059999823570251,30,200
291,15,24,24,0.6905045866966247,0.5353333353996277,0.6951752758026123,0.5055000185966492,60,50
292,15,24,24,0.6904118612607321,0.534333348274231,0.6949411058425903,0.5065000057220459,60,100
293,15,24,24,0.690630898475647,0.5336666703224182,0.6955900511741638,0.5055000185966492,60,200
294,15,24,48,0.6906249574025471,0.5333333611488342,0.6960548973083496,0.5065000057220459,30,50
295,15,24,48,0.6902100168863933,0.5373333096504211,0.6959538702964783,0.5044999718666077,30,100
296,15,24,48,0.6905894393920898,0.5320000052452087,0.6952820701599121,0.5059999823570251,30,200
297,15,24,48,0.67901691198349,0.5529999732971191,0.6968643164634705,0.5059999823570251,60,50
298,15,24,48,0.6905012742678325,0.5326666831970215,0.6946739120483398,0.5074999928474426,60,100
299,15,24,48,0.690601389726003,0.5333333611488342,0.6950459995269775,0.5059999823570251,60,200
300,15,24,96,0.6904859862327576,0.5336666703224182,0.6948777766227722,0.5055000185966492,30,50
301,15,24,96,0.6904734280904135,0.5353333353996277,0.6947824478149414,0.5080000162124634,30,100
302,15,24,96,0.690513018767039,0.534333348274231,0.69574666929245,0.5044999718666077,30,200
303,15,24,96,0.6907703175544738,0.5320000052452087,0.6953206901550293,0.5065000057220459,60,50
304,15,24,96,0.6803869458834331,0.5483333468437195,0.6951313505172729,0.5070000290870667,60,100
305,15,24,96,0.6906110237439473,0.5333333611488342,0.6948772268295288,0.5055000185966492,60,200
306,15,24,192,0.6906653302510579,0.5336666703224182,0.6942619190216065,0.5049999952316284,30,50
307,15,24,192,0.6904112591743469,0.5346666574478149,0.6949380931854248,0.5055000185966492,30,100
308,15,24,192,0.6906320478121439,0.5333333611488342,0.6951408567428589,0.5055000185966492,30,200
309,15,24,192,0.6748621198336283,0.5529999732971191,0.7022207260131836,0.5055000185966492,60,50
310,15,24,192,0.6824462928771973,0.5503333210945129,0.6943209266662598,0.5049999952316284,60,100
311,15,24,192,0.6907163971265157,0.534333348274231,0.6943039569854736,0.5055000185966492,60,200
312,15,48,24,0.6903640505472819,0.5356666445732117,0.6953628568649292,0.5059999823570251,30,50
313,15,48,24,0.6903587458928426,0.5353333353996277,0.6956457757949829,0.5059999823570251,30,100
314,15,48,24,0.6904317781130472,0.5353333353996277,0.6957867860794067,0.5070000290870667,30,200
315,15,48,24,0.6905559126536052,0.5350000262260437,0.6943386163711548,0.5059999823570251,60,50
316,15,48,24,0.6823467545509339,0.5476666688919067,0.6945714635848999,0.5120000243186951,60,100
317,15,48,24,0.6889649453163147,0.5406666398048401,0.6959003057479859,0.5040000081062317,60,200
318,15,48,48,0.6896285198529561,0.5370000004768372,0.6968133354187012,0.5049999952316284,30,50
319,15,48,48,0.6905142973264058,0.5333333611488342,0.6953128824234008,0.5065000057220459,30,100
